model,question_id,category,alpha,status,reason,original_gt_decision,perturbed_gt_decision,perturbed_pred_decision,baseline_recovered_decision,baseline_status,perturbed_status,metric_error_present
gemini,HYP-163,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-163,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-163,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-163,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-164,spatial_coherence_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-164,spatial_coherence_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-164,spatial_coherence_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-164,spatial_coherence_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-164,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-164,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-164,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-164,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-165,spatial_coherence_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-165,spatial_coherence_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-165,spatial_coherence_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-165,spatial_coherence_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-165,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-165,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-165,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-165,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-166,spatial_coherence_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-166,spatial_coherence_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-166,spatial_coherence_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-166,spatial_coherence_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-166,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-166,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-166,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-166,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-167,spatial_coherence_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-167,spatial_coherence_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-167,spatial_coherence_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-167,spatial_coherence_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-167,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-167,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-167,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-167,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-168,spatial_coherence_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-168,spatial_coherence_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-168,spatial_coherence_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-168,spatial_coherence_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-168,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-168,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-168,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-168,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-169,spatial_coherence_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-169,spatial_coherence_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-169,spatial_coherence_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-169,spatial_coherence_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-169,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-169,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-169,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-169,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-170,spatial_coherence_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-170,spatial_coherence_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-170,spatial_coherence_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-170,spatial_coherence_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-170,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-170,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-170,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-170,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-171,spatial_coherence_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-171,spatial_coherence_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-171,spatial_coherence_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-171,spatial_coherence_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-171,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-171,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-171,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-171,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-172,spatial_coherence_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-172,spatial_coherence_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-172,spatial_coherence_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-172,spatial_coherence_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-172,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-172,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-172,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-172,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-173,spatial_coherence_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-173,spatial_coherence_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-173,spatial_coherence_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-173,spatial_coherence_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-173,spatial_coherence_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-173,spatial_coherence_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-173,spatial_coherence_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-173,spatial_coherence_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
gemini,HYP-174,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-174,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-174,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-174,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-174,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-174,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-174,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-174,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-175,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-175,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-175,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-175,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-175,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-175,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-175,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-175,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-176,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-176,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-176,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-176,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-176,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-176,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-176,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-176,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-177,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-177,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-177,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-177,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-177,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-177,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-177,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-177,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-178,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-178,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-178,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-178,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-178,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-178,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-178,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-178,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-179,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-179,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-179,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-179,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-179,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-179,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-179,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-179,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-180,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-180,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-180,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-180,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-180,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-180,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-180,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-180,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-181,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-181,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-181,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-181,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-181,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-181,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-181,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-181,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-182,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-182,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-182,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-182,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-182,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-182,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-182,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-182,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-183,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-183,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-183,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-183,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-183,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-183,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-183,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-183,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-184,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-184,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-184,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-184,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-184,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-184,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-184,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-184,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-185,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-185,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-185,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-185,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-185,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-185,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-185,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-185,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-186,spatial_coherence_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-186,spatial_coherence_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-186,spatial_coherence_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-186,spatial_coherence_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-186,spatial_coherence_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-186,spatial_coherence_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-186,spatial_coherence_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-186,spatial_coherence_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
gemini,HYP-187,spatial_coherence_verification,0.0,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-187,spatial_coherence_verification,0.1,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-187,spatial_coherence_verification,0.25,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-187,spatial_coherence_verification,0.5,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-187,spatial_coherence_verification,0.75,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-187,spatial_coherence_verification,0.9,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-187,spatial_coherence_verification,0.95,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-187,spatial_coherence_verification,0.99,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-188,spatial_coherence_verification,0.0,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-188,spatial_coherence_verification,0.1,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-188,spatial_coherence_verification,0.25,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
gemini,HYP-188,spatial_coherence_verification,0.5,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
